Slur,Represents,Origin,
Cracker Jack,Whites,Same as cracker only derived from the popcorn
Cracker Jap,Japanese,A person of mixed Japanese/Caucasian descent
Crapaud,French,"Originally the name of a South European frog, although during the Napoleonic Wars it became a term used by British soldiers referring to their French enemy."
Craw,Blacks,"Fondness of ""CRAW""dads."
Crayola,Blacks,"Black people are colored, as in crayons."
Cream Of Wheat,Blacks,A famous black person in the world of advertising is the man on the Cream of Wheat box.
Cremlin,Whites,White Europeans.
Crick Gypsy,Whites,White trash who wander around looking for a job. In West Viginia the only navigable areas are the valleys formed by rivers and creeks(cricks).
Cricket,Blacks,"Color of skin vs. cricket's color (brown/black). Pure blooded Blacks having ""large fish eyes, dark brown skin, and long legs like a cricket."" Could also refer to Blacks that stay up all night playing loud thumping music, real common in the industrial Midwest."
Crikey,Jews,"A corrupted version of ""Christ Killer"""
Crikey,Australians,"Catch phrase of Steve Irwin, a famous Australian animal expert"
Crime,Blacks,The high crime rate among Blacks.
Crimestopper,Blacks,Refers to an African American woman who has an abortion
Criminal Factory,Blacks,"Refers to pregnant black women, thought to be breeding future criminals."
Crioulo,Blacks,Brazilian slur for black people
Crisco,Whites,Crisco is a white vegetable oil product.
Crispy,Blacks,Very dark black people are refered to as crispy
Crizm,Whites,"Some sort of variant of ""cracker."" Unsure of origins, but have heard it used in Florida."
Cross-Dresser,Scottish,The wearing of Kilts (like skirts)
Crotchless Pants,Koreans,Refers to some of their characters looking like crotchless pants.
Crote,Croatians,Slang term for Croatians
Crouton,French,French salad dressing
Crow,Blacks,"Relatively large black bird. Could also be a reference to ""Jim Crow"", a popular 19th-century minstrel song that stereotyped African Americans, which later was used as the name of the Jim Crow laws, which enforced racial segregation in the South."
Crow,Native Americans,Used against other then Crows. Crows were scouts for the American Military or considered tradors by other Native Americans.
Crudo,Whites,"Literally ""Raw"" in Spanish"
Crumpet-Stuffer,British,They eat crumpets with their tea.
Crumpet-Sucker,British,They eat crumpets.
Crunchy,Iraqis,"Used by US Marines in the second Iraq war. When the US attacked Iraq, Saddam Hussein allegedly told his troops that the American tanks were made of cardboard. So the Iraqi soldiers would jump out in front of the tanks, they would make a crunching sound."
Cube,Cubans,Self-Explanitory
Cube,Eskimos,Referring to their igloos made of cubes
Cubs,Blacks,Look like cartoon bear cubs.
Cuff,Blacks,"Heard used by white southern Georgia farmers to describe blacks. The origin is that blacks are always being arrested and being hand""cuffed"" by the police."
Curb-Biter,Blacks,"Having someone bite the curb and kicking him in the back of the head is a painful way to kill someone. Often, as in the movie American History X, it is used as punishment for insubordinate blacks."
Curry,Indians,Derivative of Curry Muncher etc.
Curry-Muncher,Indians,They eat Curry.
Custer,Whites,Used by Native Americans. I guess it means they want to see them dead like General Custer.
Cuz,Australian Aboriginals,"Form of ""cousin"", all Aboriginals consider themselves to be from the same family, hence they refer to each other as ""cuz"""
Cygan,Gypsy,"Polish word for Gypsy, used officially, but Gypsies prefer to be called Roma. Cygan is becoming unacceptable in the Polish language."
Czarnuch,Blacks,In Polish 'black' (as a color) is 'czarny'. Strongly derogatory.
Czigger,Mixed Races,Black Czechs
D.F.N.,Blacks,Dumb Fucking Nigger
D.I.P.,Indians,Dumb Idiotic Punjab
Da Bi Zi,Whites,"Used in China, it means ""big nose."" Da Bi Zi is the phonetic equivalent of ""tabeestu."""
Da Gui,Whites,"Mandarin Chinese term meaning ""big demon""."
Dago,Italians,"Slang for Italian, originally coming from Spain. ""Diego"" was a common name in Italy at the time this slang was first used. See: Wop."
Dago,Spanish,"Apparently the British use ""dago"" to describe Spaniards as opposed to Italians."
Dagowop,Italians,Combination of two slurs.
Dahati,Iranians,Like a hillbilly or redneck; a villager or someone from the country
Daikon,Japanese,The Dakion Radish is very popular is Japanese cooking.
DAK,Koreans,Dumb Ass Korean. Name given to Koreans by the Whites who visit the country.
DampBack,Mexicans,"Part Mexican, not quite wet."
DAN,Blacks,"""Dumb Ass Nigger"". Used to conceil racially discrimative remarks towards blacks when present."
Dancing Dragon,Chinese,"During Chinese festivals, its typical to see many people in a long dragon costume in which they bounce up and down...usually in larger celebrations"
Dandruff,Whites,Self-expanatory
Darkie,Blacks,Skin color.
Darkness,Blacks,Self Explanatory. Often used to describe a crowd of African Americans.
Data,Asians,"From the move ""The Goonies."" Data was a stereotypical Asian child prodigy."
Dawg,Blacks,"Some blacks call other ""Dawgs"". See: Homie"
Ddang Kong,Vietnamese,"Term used by Koreans to describe Vietnamese. Literally means ""peanut"". Reasons for this word: 1) it may be because the word sounds very much like the language. 2) because they are short, and Koerans have a tendency to call short people ddang kong (peanuts)."
Dead Sea Pedestrian,Jews,See: Red Sea Pedestrian.
Dees-Right,Arabs,"Arab people always ask ""Is dees right, Is dees right?"" (meaning 'is this right?')"
Defendant,Blacks,They are known often as this in a court of law
Dema,Icelanders,"dema refers to an ancestral deity in many mythologies that is murdered and then from the body comes some form of creation- i.e. a plant, or the sky. it's also the name of some lunatic chick who lives in iceland."
Demi-nigger,Arabs,Somewhat lighter skin tone than Blacks.
Democrats,Blacks,A popular political affiliation among African Americans. Also in reference to always wanting stuff for free.
DeNiro,Whites,A white man who dates black women
Derka Derka,Arabs,From Team America: World Police.
Desabrido,Whites,"Spanish slang for without color, or flavorless with no substance."
Desi,Indians,"Refers to native Indians, non-derogatory even humorous, ""des"" means ""country"" and ""desi"" means fellow countrymen"
Desi,Cubans,Reference to Desi Arnaz.
Destro,Blacks,Destro is the evil Cobra character from G.I. Joe.
Deuce,Blacks,"On the Philadelphia police form, 1=white, 2=black"
Devil,Whites,Used mainly by Blacks to refer to the evil white man.
Dexican,Mixed Races,Dutch/Mexican mix.
Dholia,Whites,Indian for white person
Dial,Jews,"During WWII, the Nazis would make soap out of the fat of the burned Jews (Dial is a brand of soap). This story is said to be true, and also said to be merely war propaganda."
Diaper-Head,Arabs,Same idea as Towel-head or Rag-head.
Dib,Israelis,Dumb Israeli Bastard. Commonly used by American Jews to deride the Israeli culture.
Dicksuckinflog,Dutch,16th Century term for prostitutes accused of witchcraft.
Diesel,Native Americans,"Rhyming slang, diesel engine = injun"
Dim Sum,Chinese,"Refers to the food. Used in the movie ""Romeo Must Die."""
Ding Dong,Blacks,"Black on the outside, white on the inside. Blacks who act white"
Dinge,Blacks,"Used in the novel ""To Kill a Mockingbird""."
Dingo Fucker,Australians,See Roofucker
Dink,Vietnamese,"Used in the movies Apocalypse Now and Platoon to refer to the North Vietnamese. Comes from French Vietnamese ""beaucoup dinky dau"". Beaucoup means ""very"" in French, Dinky Dau is Vietnamese for crazy. Shortened, dink just means ""crazy"""
Dirt-Worshipper,Native Americans,"Made popular by HBO's ""Deadwood"""
Dirty Knees,Arabs,In reference to the daily Muslim prayings on their knees
Dirty Sanchez,Mexicans,Common hispanic name.
Ditchpig,Whites,Redneck kids who play in the ditches/streets.
Ditz,Whites,"Mentally lacking, blonde haired, white women."
Do-Da,Blacks,"Black people stand by the mail box and ask the mailman, ""Do 'da, do 'da welfare check come today?"""
Doener,Turkish,Avery common Turkish food (meat and vegetables in a roasted bread)
Dog-Breath,Koreans,"Eating dogs, plus mean temper."
Dog-Eater,Asians,"They have been known to eat dogs; as seen on ""Faces of Death"" Volumes 1-6."
Dog-Fucker,Whites,All bestiality porn actors are white
Dog-Muncher,Asians,See Dog-Eater
Dome,Dominicans,"New York origin, Washington Heights region. Used by other Hispanics to refer to the Dominicans."
Domino,Mixed Races,Black / White
Donkey,Irish,It was cheaper to hire an irishman than a donkey in the pennsylvania coal minning days of the 1800's
Donkey Kong,Blacks,Donkey Kong was a large ape.
Dootie,Blacks,Refers to their dootie-brown skin.
Doozers,Whites,Used to describe white college students who do nothing but party and pull 2.0 GPAs.
Dorito,Blacks,Blacks have a fondness for Doritos.
Dot Knot,Indians,Dot (red dot on forehead) Knot (turbins on Punjabs)
Dot/Dot-Head,Indians,"Refers to the ""bindi"" (dot) on their foreheads. The dot's significance relates to the marital status of an indian female. Red dot: married; Black dot: single."
Dottie,Indians,"Indians are the smart ones that put the ""dot"" in "".com"""
Double A,Blacks,Shorter version of 'African American.'
Double D,Arabs,Desert Darky
Double Dip,Blacks,"Used for extra-dark Blacks, appearing as if they were dipped in chocolate twice."
Doujin,Blacks,"Japanese slur for blacks. Dou means dirt, jin means person."
Douse,Whites,"Pronounced ""Doosss"". Used by British Blacks of Jamaican heritage. Thought to originate from one of the first white men to reach Jamaica, possibly a sailor"
Dozer,Hispanics,"They always work on in the field of construction, thats were Bull ""Dozer"" comes into play."
DP,Polish,"""Dumb Polish,"" pronounced ""deepee."" After World War II, displaced refugees of Eastern European origin were referred as Displaced Persons, however, it stuck around even today to describe Polish immigrants."
Drac,Romanians,"Short for ""Dracula"" who is from a town in Transylvania which makes up a good deal of modern Romania."
Drago,Russians,"Character from Rocky 4, the big dumb Neanderthal"
Dreads,Jamaicans,Hair style.
Dreidl,Jews,Jewish toy
Dried Shit,Whites,Shit turns white after being left alone
Drongo,Australians,A drongo is a very Australian word for an idiot
Drunk,Irish,Irish are stereotypically drunks.
Dryback,Canadians,Canadian cross the border on land mostly unlike many Mexicans who do so via the Rio Grande (see Wetback)
Drywaller,Hispanics,Hispanics do a lot of construction work and are usually paid very little or nothing.
Dub,Ukrainians,Dumb Ukrainian Bastard.
Dubya,Americans,The not-so-bright president
Duck,Vietnamese,"Based on noises made by Vietnamese people speaking in their native tongue, everything comes out sounding like ""duk-duk-duk"". Also in reference to how old women walk."
Duke Nukem,Americans,Used the first Atomic bomb.
Dumb Wet,Hispanics,"Variation of Wet-Back, as used on an episode of X-Files."
Dumb-inican,Dominicans,People from Domincan Republic
Dune Coon,Arabs,Comes from 'coon' (Blacks) of the 'dunes' (sand dunes) in the Middle East. Also just Dunecoon
Dune Nigger,Arabs,Same ideas as Doon Coon and Sand Nigger.
Durka-durka,Arabs,"How English-speakers hear their language(s). From the film ""Team America: World Police"""
Dusty Nuts,Arabs,It comes from Arabs living in the desert.
DWB,Whites,Down With Brown. A white female who dates black men.
DWB,Blacks,Driving While Black. Police-type term referring to blacks driving through white neighborhoods.
DWO,Asians,Driving While Oriental. Based on the idea that being Asian and driving is just as dangerous as being intoxicated and driving.
Dyke,Dutch,"The country owes its existence to the many dikes that were used to reclaim land from the sea, also from the story of the Dutch boy who used his finger to plug a leaking dike to save his town. Van Dyk/Dijk/Dyke is also a very distinctive Dutch last name."
Dyke-Jumper,Dutch,"Because of all the dykes in Holland, Dutch farmers used to use long wooden poles to pole-vault from one section of farmland to another."
Easy-Bake Nigger,Jews,WWII reference.
Egg,Whites,"White males that try to really get into East Asian culture and date Asian women. White on the outside, yellow on the inside (opposite of banana)."
Egghead,Asians,"Asians, especially Koreans, have large heads."
Egglet,Blacks,"Black Children -- ""little eggplant."""
Eggot,Blacks,Tagalog word for black (Phillipines)
Eggplant,Blacks,Slur used mainly by Italians. See: Moolie.
Eggplant Parmesan,Mixed Races,Black/Italian mix
Eggroll,Asians,Refers to Asian babies who would be wrapped in blankets.
Egot,Blacks,"A derogatory term used by Filipinos meaning ""nigger""."
Egoy,Blacks,Filipino racial slang for Black people
Eight Ball,Blacks,Color of the eight ball in pool
El Chino,Chinese,"It was used by Equadors in addressing Alberto Fujimori during war as a result of Berlin Congress in 19c where borders left apart. The war was almost on Cocain- main source for living in Latin America. Fujimori is Japanese decent, immigrated to Peru at 5."
Elephant Jockey,Indians,Elephants were a popular mode of transport in Victorian and Pre-Victorian Asia
Elevator Operator,Blacks,Non-demanding job for education-less/trade-less person.
Elvis,Whites,"Used by blacks to describe a white person doing black things, like Elvis did with black music. Eminem is referred to as ""Elvis"" in the film ""8 Mile"""
Eminem,Whites,White male who tries to act Black
Eraser Head,Blacks,"During the late 80's and early 90's it was popular for blacks to cut their hair at an angle, forming a bevel that look similar to those pink erasers that you used in grade school."
Es-obe,Blacks,"Meaning ""Apes Obey!"" Used by British Colonial masters in Africa commanding the African workers to get to work. The early colonized Africans, not knowing the meaning of the command also cultivated it into their language- using it among themselves to gather themselves to work efficiently."
Esau,Whites,"Hebrew Israelites refer to whites as being the actual color of ""red"". A white person laughs, gets angry, slapped, and cries, will turn red. Also, being the direct lineage of Easu as oppose to Blacks and American Indians being the lineage of Jacob according to Genenis chp.25 vers 25 and Genesis chp. 36. Doing research of the Roman Empire, you will find that the Romans were known as the Edomites. King Herod was an Edomite and before Rome was known as Rome, it was known as the city of Edom."
Ese,Hispanics,"Pronounced ""s-a."" Roughly translates to ""dude."" Offensively used by races other than Hispanics."
Eskimo,Native Americans,"Eskimo was once acceptable in Canada, and still is almost anywhere else. It means ""raw meat eater."" Eskimo orginated from southern Indian tribes describing the northern Inuit, whom they were constantly fighting. Inuit take offence to being called Eskimos, despite the fact that they do eat raw meat."
Etch,Indians,Some say their music sounds like etch-a-sketch.
Etchy,Whites,"Comes from ""Sketchy"" and denotes the foreman at a jobsite (often with sketchpad in hand)"
Etnikum,Gypsy,"Hungarian word for ""ethnic."""
Eucalyptus Nigger,Australian Aboriginals,The eucalyptus is a native plant of Australia.
Eurinal,Europeans,"Many European countries use pay-toilets, having to pay for public restrooms. Europe + Urinal"
Euro,Mediterraneans,"Represents whites of mediterannean nations such as Greeks, Italians, Spaniards and Portuguese. Named after the habit of starting every name with Euro. (Eurotunnel, eurotrash, etc)"
Eurotrash,Europeans,A pseudo-intellectual who believes they are are smart and americans are stupid.
Ewok,Arabs,"Refers to Muslim religious headdress resembling that worn by the Star Wars characters, ""Ewoks."""
Extra Crispy,Blacks,"A southern exspression that represents their burnt appearence, as well as their stereotypical love of fried chicken."
F.B.I.,Irish,Foreign Born Irish
Fabo,Australian Aboriginals,Fucking Abos
Fadi,Arabs,"Common Arab name, plural is Fadii (Fa-Die)."
Fahim,Blacks,Arabs use this word meaning charcoal to describe blacks and very dark arabs
Fake Mexican,Hispanics,"Used to describe those who have lost the language, culture, etc. of Mexico."
Fakey Jamaikey,Blacks,"Blacks who try to act Jamaican, but actually aren't. Mostly used on TV or for musical purposes. For example, Miss Cleo: psychic advisor and tarot card reader."
Falasha,Jews,Ethiopian Jews. A derogotory nickname. The proper name is Bet-Yisrael
Fan Kuei,Whites,"Chinese for ""ocean ghosts"". Refers to skin color."
Farang,Whites,"From the Thai word for French (farangsayt) who were among the first to colonize Southeast Asia. Generally non-derogatory, though depends on context and intention of speaker. Applies to people of non-Thai origin."
Farang/Falang,Whites,Means foreigner (i.e. non-Thai) of the white race. It is very frequently used in a simple descriptive way. It's negative only if the intent of the speaker is such.
Farq,Whites,"Arab word, meaning ""chicken,"" used to describe whites and light skinned arabs as in weak and fragile"
Fat Albert,Blacks,"Used against overweight African American males in reference to a popular 1980's cartoon created by Bill Cosby (for example, saying ""hey hey hey"" around a fat black man could be considered offensive by some)"
FBI,Native Americans,Full Blooded Indian. Used in the movie Thunderheart. Not really a slur.
Feargal,Blacks,Short for Feargal Sharkey (a UK Pop singer from late 70's and 80's) which rhymes with Darkie.
Feather,Native Americans,"Used to differentiate Indians from India (""Dots"") from those from America (""Feathers"")."
Featherhead,Native Americans,Comes from Native American tribes that wore feathered headdresses.
Feb,Blacks,February is Black history month.
Feb,British,Stands for Filthy (or Fucking) English Bastard.
Felipe Parkhurst,Guatemalans,Exiled from the country for life for selling many children to slavery.
Fence Fairy,Mexicans,Reference to border crossing.
Fence-Hopper,Mexicans,Mexicans hopping fences to get into the U.S.
Fenian,Irish,"Refers to Irish Roman Catholic immigrants living in such large U.K. cities as Glasgow, Liverpool and Manchester. Also used by Protestants to demean Catholics in Northern Ireland. Irish republicans use it to identify themselves as a member of Sien Fienn, the political party of the IRA. Derived from Gaelic stories of the Fianna, a mythical group of warriors. Not inherently derogatory."
Fesskin,Mexicans,Fuckin' messkin (mexican)
Fez,Arabs,"They wear fezes, the little hats."
Fidel,Hispanics,Reference to the infamous Cuban dictator Fidel Castro.
Field Nigger,Blacks,"Field nigger is the term used to label blacks who choose not to identify with popular white society and culture, as opposed to house niggers--blacks who bend over backwards to win or maintain favor with whites while relishing in the fact that they at least reside in the house with the master rather then outside with the majority of blacks."
Field Rat,Mexicans,Working in Migrant Fields
Fig Gobbler,Arabs,They eat figs.
FILA,Blacks,"Finally I Left Africa, popular clothing brand"
Fili Cheese Steak,Filipinos,Refers to what it looks like when a Filipino woman is in a gangbang
Filthy Pino,Filipinos,"Poor Filipinos, Filipinos who act black."
Fingernail Rancher,Asians,A lot of Asians own Nail Salons
Finne,Finnish,"Swedes call Finns for ""finne"", which means pimple in Swedish."
Firangi,Whites,"From Arabic ""Firanji"" or ""Firangi"" in Egyptian Arabic, meaning ""European"". Corruption of ""French"" or ""Franks"". Made famous in a slyly ironic way by the ultracapitalist Ferengi on Star Trek."
Fire Bush,Irish,Red hair.
Fire Crotch,Irish,They have red hair
Firecracker,Whites,"White women who date Black men. There used to be a firecracker called a ""niggerchaser"" but today they are called simply ""chasers."""
Firecracker,Arabs,They blow themselves up.
Firewood,Jews,WWII Holocaust reference. 'Nazi Firewood' to be more specific.
Fischkopf,Germans,"""Fish-head"" used by southern Germans for northern Germans"
Fish,Israelis,Fucking Israeli Shithead. See: Dib.
Fish,Portuguese,Bacalou (codfish) is a major part of their diet.
Fish,Bengals,Bengali's eat a lot of fish and go fishing often. This slur is used commonly by Pakistanis.
Fish-Belly,Whites,Similar color
Fish-Eater,Norwegians,Their diet consists almost entirely of fish.
Fishhead,Asians,"Japan's only true source of food is the sea, so they eat a lot of fish."
Flash,Americans,"Fucking Lazy American Shit Head. Used by Israelis to refer to American tourists who are accustomed to an easier standard of living. Compare with ""dib"" entry in list."
Flat-ass,Whites,"Used as reference to the flatter backsides of white people, and other non-blacks"
Flat-Back,Whites,Term refers primarily to white women who unlike women of other races have flat butts and no shape.
Flease,Greeks,"Flap Grease. Since greeks work in the diners all of their lives, their uncircumcised penis build up grease underneath the flap. hence the name Flease"
Fligga,Filipinos,Flip + nigga. Filipino's attempting to act black.
Fligger,Filipinos,Filipinos that think they are black.
Flip,Filipinos,"Shortened and rearranged term, easier to say. Could also stand for ""Funny (or Fucking) Little Island People""."
Flipper,Mixed Races,Fillipino/Black Mix. Combination of Flip and Nigger.
Flipsican,Mixed Races,Mexican Filipino
Flock of Seagulls,Whites,"Making fun of a certain person's hairdo. Derived from the 80's band that made the 1 hit, ""And I ran""."
Floppy,Blacks,"In Zimbabwe, the blacks are referred to as floppies because of the floppy hats they wear on their heads."
Floss,Asians,Tou can blindfold them with floss
Flour Bag,Whites,"For the pale, pasty skin."
FOB,Immigrants,"Stands for ""Fresh off the Boat."" Used in English-speaking countries for anyone with a heavy accent and are clearly immigrants, mostly Asians or Indians. See also: JOJ"
FOB,Mexicans,Fresh over the Border
Foedy,Blacks,"Black people are known to drink ""40""oz beers"
FOF,Mexicans,Fresh Over the Fence. Refrence to crossing the border from Mexico to US.
Fog Horn,British,A loud/annoying British person.
Fog Nigger,English,British Blacks. The weather is usually foggy in Britain.
Fog-Breather,British,Englands weather is often extremely foggy
Fonzie,Italians,"""Happy Days"" character Arthur ""Fonzie"" Fonzarelli."
Fort Injun/Indian,Native Americans,A term used to represent the [traitor?] Indians who hid behind the safety of the forts.
Forty-Fiver,Chinese,Represents the angle of their eyes (45 degrees)
Foster,Australians,Australian for piss-poor beer that no self-respecting Aussie would be seen dead drinking.
Fountain Swimmer,Australian Aboriginals,Homeless aboriginals are often spotted bathing/swimming in public fountains during the summer months.
Four By Two,Jews,"Cockney rhyming slang ""four by two"" = Jew."
Four Footer,Mexicans,"Ususally used when referring to illegal immigrant workers. ""I'm gonna go down to 7-11 tomorrow morning, to pick up a four-footer."" Because mexicans are short."
Franklin,Blacks,The only black kid from the Peanuts series.
Frasier,Blacks,"Term that represents people with big ""packages."""
Fremen,Arabs,"A reference to the Dune series of novels. Their nomadic lives in the desert are similar to that of Arabs. In addition, they also speak Arabic."
Fritz,Germans,"Russians in WWII called Germans Fritzes, a common German name in those days (short for Friedrich). Also, Germany was ruled by several emperors (Kaiser) with the name Friedrich."
FroBro,Blacks,From Afro hair style and Bro for brother.
Frog,French,"The French are said to laugh like frogs. When they laugh, their adam's apples bulge out of their necks like frogs. Also perhaps from the French delicacy of frog-legs. Another possible derivation is the Fleur-de-Lys displayed on the French king's banner in the Middle Ages, which, to the English enemy, looked like squatting frogs. UK origins."
Frogman,Colombians,"Originated from the movie ""Scarface"", where Colombians were refered to as frogmen because of their squashed-like faces. Also: Frogface"
Frostback,Canadians,"A play on ""wetback"", altered to fit Canadians."
Frostbite,Blacks,"when one gets frostbite, their skin becomes dark"
Frosty,Whites,Frosty the Snowman
Frotch,Irish,See: Fire Crotch
Frozen Frog,French Canadians,"Canada = Cold, French = Frog"
Fruit-Picker,Hispanics,"The Mexicans who cross the border often pick fruit, usually for pennies an hour. Often, when it is time to give the illegal aliens their meager wages, the plantation owner calls the border patrol to send them back."
FUBU,Blacks,"As in the clothing line F.U.B.U., or known by African Americans as ""For Us, By Us."" Racially translated to ""Farmers Used to Buy (or Beat) Us"""
Fuji,Japanese,"Japanese tourists tend to wear cameras and take pictures 24/7. Mount Fuji is a mountain in Japan, and a brand of film."
Fumblin' Dublin,Irish,"Known as a slur for drunk, unemployed, Irish men. They are usually found under the influence outside of Dublin's bars."
Fur Licker,French,Sexual preference.
Future Inmate,Blacks,Two-thirds of American inmates are Black.
G/Gee,Blacks,"Shortened from Gangster or OG (Original Gangster). Used as a greeting between gang members (""Yo, G, what up?""). Used in a derogatory fashion by members of other races or non-gang members."
Gabacho,Whites,"Connotes ""imperialist""; used by Mexicans and Mexican-Americans; apparently originated in Spain to refer to French."
Gádzsó,Hungarians,"Gypsy term meaning ""peasant man"""
Gai-jin,Whites,"Japanese equivalent to ""Goyim,"" refers to anyone not Japanese, but especially Westerners. Actually is a shortened version of ""Gai-koku-jin"" (literally ""outside-country-person,"" the NICE way to say ""foreigner."") ""Gai-Ko,"" depending on how it's written in Japanese, can mean ""diplomacy"" (outside-mingle,) ""extroversion"" (outside-facing,) ""outer harbor"" or a Japanese name in which ""ko"" means ""happiness"""
Gai-ko,Whites,"Pronounced ""guy-ko"". Derogatory way of saying gaijin which is 'foreigner' (literally outside person) in Japanese."
Gallego,Spaniards,Used by Cubans regarding Spaniards.
Galleta,Whites,"Means ""cookie"" or ""cracker"" in Spanish."
Gandhi,Indians,Famous Indian.
Ganesh,Indians,A hindu god.
Gans,Latvians,"Derived from german name ""Hans"" - Latvia have close connections with Germany"
Gar,Blacks,"Redneck term. Short for nig-GAR. Could also refer to the Gar, a fish similar to the piranha, found in streams in the Southern US and eating by many Southern Blacks."
Garden Gnome,Hispanics,They do all the gardening for rich white people
Gardner,Hispanics,Hispanics do most of the hired gardening.
Gargamel,Jews,"Refers to greedy, money centered nature of Jews. Reference from Smurfs cartoon."
Garlic Bread,Italians,Self Explanatory.
Garlic Breath,Italians,They eat a lot highly spiced dishes seasoned with garlic
Gas Huffer,Native Americans,"A large number of Native Americans, particularly those living in northwest Canada/Alaska, are said to be addicted to inhalants."
Gas Pumper,Indians,Most gas station are owned and operated by Indians
Gasbag,Native Americans,Some Natives are commonly prone to 'huffing' gas out of a plastic bag.
Gatemaster,Jews,Some say they are destined for hell.
Gatorbait,Blacks,Dark meat of the chicken that was fed to alligators.
Gavacho,Whites,"Mexican term for white Americans. Used more commonly than the outdated ""Gringo"""
GED,Blacks,The highest level of education many Blacks get to.
Geechee,Blacks,Specifically a derogatory term referring to the Gullah culture of African ex-slaves on the Atlantic coast of South Carolina/Georgia/Northern Florida.
Geep,Italians,"From Pinnochio's ""father"" Gepetto, who was Italian."
General Tso,Chinese,As in General Tso's chicken.
Germ,Germans,"Being a plague to humans, sickening them"
German Candle,Jews,Nazi's incinerated many Jews during WW2
German Oven Mitt,Jews,WWII.
Gew,Jews,A German Jew. Pronounced like 'goo'.
Ghengi,Mongolians,"Refers to Ghengis Khan, used towards to Eastern Europeans of Mongol descent"
Ghetto,Blacks,"Many Black people are forced into poor, crowded neighborhoods, like Jews were during the Holocaust. The crowded, poor Jewish neighborhoods were called ""Ghettoes."" So are the poor, crowded neighborhoods that Blacks are forced into."
Ghetto Hamster,Blacks,Black Children. A disposable pet.
Ghetto Monkey,Blacks,Blacks tend to live in ghettos.
Ghinder,Indians,"Origins are unknown. The generally accepted derivative is from the ultimate ghinder, Mahatma Gandhi."
Ghost,Whites,Ghosts are white.
Ghost Rider,Blacks,Blacks who have sex with whites.
Ghoul,Whites,Ghouls are said to be pale skinned like a dead person
Gilligan,Whites,Goofy white guy from Gilligan's Island.
Gimmie,Arabs,"7-11 workers, ""gimmie"" a dollar"
Gimpy,Blacks,It is an often stereotype that most people who collect unemployment are black. And blacks pretend they are injured so they can collect.
Gin,Australian Aboriginals,Represents Aboriginal female - they take offense
Gina,Italians,Female term for Gino
Gingerbread Man,Jews,Reference to the practices of the former state of Germany.
Gink,Asians,"Cross between a ""gook"" and a ""chink"""
Ginny,Italians,"In reference to popular Italian garb Ginny T's, now more commonly known as wife beater shirts."
Gino,Italians,Common Italian name A Toronto municipal politician recently got into hot water for using this slur.
Ginzo,Italians,From Guinee/Guinea.
Glass Nigger,Arabs,"If an atomic weapon were to go off, sand niggers would become glass niggers."
Glendale,Armenians,"Glendale, CA has a very large Armenian community"
Glocky,Blacks,Always carry Glocks when the go dealing
Glonni,Native Americans,Navajo for drunk. Extremely offensive to anyone who speaks Navajo.
Goat Roper,Arabs,"See Camel Jockeys, etc."
Goat Roper,Whites,Often used as a term for suburban cowboys.
Goatbanger,Greeks,Self Explanatory
GOB,Whites,"Stands for Good Ol' Boy, a redneck reference"
Gobbler,Greeks,"Refers to the greek penis. They are uncircumcised, the flap resembles the neck of a turkey, also known as the gobbler."
Godzilla Snack,Japanese,From the Godzilla movies
Goggles,Australian Aboriginals,Aboriginals have very large nostrils which resemble a pair of goggles
Goldberg,Jews,Common Jewish name. Also has slight money-related reference.
Golden Toe,Whites,Whites who don't bathe get golden toes.
Goldfish Monger,Asians,"A fish monger is a Shakespearean term for pimp, and there are many coi at Chinese restaurants"
Goldie,Jews,Jews had to wear gold stars of david during WW2
Golliwog,Blacks,Refers to an old black caricature doll.
Goloid,Asians,Short for Mongoloid
Gomer,Whites,White goof Gomer Pyle from the television show of the same name. A spin-off of The Andy Griffith Show.
Gong Fei,Chinese,"In Chinese, means ""communist bastard"""
Goober,Whites,"Black racists in NYC area use it to refer to Whites. Interestingly, the goober peanut was one of the food products imported from Africa for the slaves to eat."
Gook,Vietnamese,"Term most likely dates back to the Philippine-American War (~1900) and has been used against a wide range of peoples, usually Asians but occasionally Europeans and even the English. Unknown origins, possibly ""goo-goo,"" from the Tagalog language (a major language spoken in the Philippines). Although many have it originating in Korea either by referring Korea's original name, ""Hanguk"", or during the Korean War when Koreans would ask American GI's ""Mi Guk?"" (""American?"" in Korean) which sounded like they were saying ""Me gook."" Was soon adopted for use in the Vietnam War. Technically this should only apply to Koreans, but the Vietnam War made it most popular when applied towards the Vietnamese."
Gookaniese,Vietnamese,Their language is Gookaniese.
Gookemon,Asians,Gook + Pokemon.
Gookie Monster,Vietnamese,"Sounding like ""Cookie Moster"" from Sesame Street."
Goombah,Italians,"From the Italian word ""Compare"" (pronounced 'cumpa') meaning ""a close friend."" Considered a slur when used by non-Italians to describe an Italian male. Was first used by Louis Prima who was famous for bastardizing the Italian language in his witty songs for his American audience. The Goomba is also the weakest enemy in Nintendo's Super Mario Bros. video game series."
Goon Ninja,Australian Aboriginals,A stealthy abo who goes around stealing goon.
Gor,Blacks,Rodney Gor (ney-gor)
Gora,Whites,Comes from Hindi
Gord,Canadians,Generic Canadian name
Gordita,Mexicans,"Comes from the Taco Bell food. Means ""large"" or ""fat"" in Spanish."
Gorilla,Blacks,Another Black-primate reference.
